,x,y,mean,med,lb,ub,pred_mean,pred_med,pred_lb,pred_ub
0,10.366414,26.07,21.969855808160485,21.878716,18.21002516732249,26.248044657065616,22.17396406230744,21.878716,15.715441437779816,30.314495974931404
1,10.963809,28.450003,25.397416469795953,25.254833,20.410007394199557,31.195984559638525,25.63198174676761,25.254833,17.855720904043324,35.557407218388676
2,11.905032,25.2,30.14172371852631,29.876307,22.892028875242534,38.9022749448412,30.418446520462975,29.876307,20.41929164880182,43.50876904808111
3,14.360088,38.9,33.70203358194463,33.15104,23.049633334532558,47.49527046811824,34.010393005221616,33.15104,21.061265139006053,51.866119230629714
4,10.702258,23.900002,23.79847033353851,23.688019,19.51431989795777,28.71086905357108,24.01882752544228,23.688019,16.930883230284294,32.991536522968445
5,12.874889,29.974997,31.168863363250964,31.024155,25.585655840435233,37.57518084340249,31.454713243798864,31.024155,22.246651789511564,43.11587918858729
6,13.442312,38.985004,31.513130782206403,31.160358,23.076078132367254,41.959183326805665,31.802039819852865,31.160358,20.783046999993996,46.48135806157637
7,11.020765,26.400003,25.751663995485544,25.599764,20.579322525261222,31.78821367650516,25.989377107524792,25.599764,18.042145377782493,36.15691818937691
8,20.940466,50.1,49.525416450218785,49.13219,38.23827792943471,63.05063314288759,49.97438115543205,49.13219,34.05405022213671,70.69603879981238
9,11.784589,24.58,29.750746391744872,29.48063,22.493665926947557,38.54550394155489,30.02399500123354,29.48063,20.08659228470394,43.05969660586734
10,11.521491,25.899998,28.627429673909322,28.379711,21.789859909967117,36.87506508304242,28.890696606040997,28.379711,19.416123938877632,41.27871215454995
11,10.839503,23.599998,24.627622842935878,24.502462,20.006429814088794,29.96078646208044,24.85534779689706,24.502462,17.427333497807552,34.29406942583763
12,16.27864,39.3,46.62899260213695,46.366417,37.54478457176535,57.207030544392005,47.05221992267358,46.366417,32.97350365262054,65.03903665151407
13,11.616048,25.0607,29.071726657796127,28.81139,22.02141350882673,37.60401398924114,29.33894155363917,28.81139,19.65119146140743,42.034755200816086
14,10.518618,23.499996,22.754537115888137,22.657396,18.81103564700616,27.25053724850903,22.965617983756303,22.657396,16.258619766108406,31.428572392349928
15,12.444192,37.399998,31.02495502826391,30.861233,25.126404526996396,37.85487387990971,31.309526151154095,30.861233,21.95982674315639,43.21366782022988
16,11.192164,42.300003,26.803277680050996,26.619123,21.033116258776513,33.621338701102864,27.050335345822052,26.619123,18.560298311124185,37.99817725182929
17,12.493436,30.500004,31.053434649494257,30.898727,25.305102721184042,37.6818033599288,31.33825883996208,30.898727,22.06479118005747,43.11610765864449
18,9.944432,15.300001,20.291294386403813,20.17353,16.224270037942226,25.02829589735299,20.48048709788486,20.17353,14.183487503082793,28.526707686389372
19,9.995463,17.799997,20.452190546029122,20.343254,16.51327839472356,25.010806478131098,20.642812951173795,20.343254,14.386575359003606,28.605970431635292
20,12.22653,27.9,30.815228322752965,30.603636,24.200034874182442,38.6344608253513,31.09793585586631,30.603636,21.37537341604014,43.63790509535238
21,10.786593,26.215006,24.30438217755946,24.185429,19.821670276299177,29.463733520174934,24.529234841488428,24.185429,17.2379714145043,33.779406126148125
22,9.732348,17.500002,19.745570704047125,19.563787,14.855106600312146,25.670861658235893,19.92991414325065,19.563787,13.229312070855817,28.718186839096767
23,11.577516,23.900002,28.895856817127143,28.640135,21.92479245898757,37.32259738925663,29.161508947995262,28.640135,19.555019949032094,41.74078029680609
24,9.24021,7.005,19.084826633890565,18.535868,11.315011036545027,29.99064428844344,19.26329869357675,18.535868,10.499002872313067,32.18984530047793
25,20.435635,53.6,48.41867159496262,47.93706,36.197020840610804,63.38246707719976,48.85780185619509,47.93706,32.51850993930719,70.4481632380714
