,x,y,mean,med,lb,ub,pred_mean,pred_med,pred_lb,pred_ub
0,10.702258,1.6801,1.9862765695736462,1.9598985,1.2797479315855358,2.8429682695059517,2.02092305296744,1.9598985,0.9920852558747748,3.397903622708087
1,9.944432,1.3694665,1.7133573333757455,1.6886883,1.062980468573334,2.504175035801437,1.7448374349678266,1.6886883,0.8049933500570863,3.005025645713319
2,10.99528,1.7760503,2.167434075688095,2.1428652,1.4609210297553923,3.013782411673164,2.2041823304285892,2.1428652,1.1379251918352176,3.6201810912147803
3,11.172367,2.0349498,2.3078553039334366,2.283789,1.5912381527258845,3.161435202762614,2.3462327117812176,2.283789,1.244681471453366,3.803919756380048
4,10.502004,1.7880168,1.8940250691470184,1.8665643,1.1868506828837555,2.7575454055175435,1.927601259819049,1.8665643,0.9170208919770004,3.2864377589273266
5,9.395068,1.502567,1.611452678237622,1.5943525,1.072318074326291,2.2478917659031477,1.641750490150046,1.5943525,0.7867030931046386,2.767086336790958
6,8.987308,1.4982834,1.7004367520357309,1.6783545,1.0834668990278473,2.443099019357465,1.7317669503297064,1.6783545,0.8142997260350937,2.9539127598191355
7,10.171427,1.6548502,1.7783060008365439,1.7512624,1.0915778278101875,2.619011847488935,1.81053963040107,1.7512624,0.8355836600892834,3.123726476417893
8,9.172134,1.3669,1.6301013115085303,1.6126266,1.0834825825127359,2.276157698915474,1.660615485025347,1.6126266,0.7975008092022673,2.7973932853386025
9,9.850119,1.7731996,1.6888039426225587,1.6655054,1.0581564786528226,2.452079159375732,1.7199991761421414,1.6655054,0.7969113035508426,2.9539620417833956
10,11.698295,2.2741334,2.8455522323964564,2.818541,2.025726670767064,3.8190921840644183,2.8901679434937684,2.818541,1.616927495791645,4.57189902038071
11,10.585483,2.1344838,1.9298574094184229,1.9027736,1.2223038495291147,2.791603332368429,1.9638493233341827,1.9027736,0.945833804174371,3.3303259833051477
12,12.224574,2.7594001,3.4320351034451697,3.398522,2.4548447031487473,4.599960799599427,3.4834551333837043,3.398522,1.9979691995300768,5.453366802223749
13,9.569864,1.3445835,1.6292808652379467,1.610311,1.0618442039675249,2.3046743625110095,1.6597855179868817,1.610311,0.7854186037061182,2.816317174134782
14,9.8687,1.5443501,1.6935160731695915,1.6699357,1.0588217675402785,2.4624447691521336,1.7247659763549161,1.6699357,0.798317622109759,2.9640142386378185
15,9.566669,1.6257837,1.6287790530528246,1.6098533,1.062003073275256,2.303260876302706,1.659277885858705,1.6098533,0.785385251969146,2.815050041022633
16,10.351834,1.6854663,1.8371858003890598,1.8094792,1.1348793709545197,2.6972457031017463,1.8701025475248816,1.8094792,0.8738558625373194,3.2122629273173127
17,9.924041,1.4410005,1.7079195660950228,1.6835327,1.0616226335745043,2.4930484921727647,1.7393365792525928,1.6835327,0.8030409560548426,2.994001249640846
18,9.546238,1.0154169,1.6257068340651761,1.6070557,1.0630590959511026,2.29449565882986,1.6561700212631,1.6070557,0.7852224390634277,2.8072226109179437
19,10.445542,1.6110501,1.8716165201200337,1.8439894,1.1655433336499623,2.7349867000157553,1.904932729037644,1.8439894,0.8995094659693958,3.2580864662143805
20,10.554245,1.4464164,1.916045725750882,1.8888049,1.2084857619501799,2.7786948716857016,1.9498773956345015,1.8888049,0.934640237633743,3.313563659297728
21,9.74318,1.7357833,1.6631586519530326,1.6415446,1.0567808969257961,2.3925625140650055,1.6940563534419142,1.6415446,0.7904574605595542,2.8971927142992637
22,9.801146,1.3911338,1.6767250143556285,1.6541884,1.0570270255819993,2.424707573665541,1.7077801093615848,1.6541884,0.7936177118893066,2.92765748634631
23,9.930531,1.28035,1.7096427334426183,1.6851652,1.0620358112078985,2.4965988146768137,1.7410797365221136,1.6851652,0.8036499479338406,2.997511812949168
24,9.669269,1.2835002,1.6472859670097844,1.626843,1.0579900796360922,2.3529335669906004,1.6779995131426566,1.626843,0.787521913484265,2.8602626163588307
25,9.26362,1.3037336,1.615308730411162,1.5985029,1.0800238863732448,2.246220984464373,1.645651281875097,1.5985029,0.7918338913756202,2.768327645007416
26,9.806355,1.4490755,1.677985590243491,1.6553669,1.057106486439289,2.4276170957899033,1.709055310324398,1.6553669,0.793940977083103,2.930437762921437
27,11.5522785,2.4131832,2.682506505369662,2.6569355,1.9015451569194823,3.6089845882808946,2.725230579149621,2.6569355,1.5082335226853467,4.3317112579396
28,10.715376,1.6857166,1.9931227006448302,1.9668314,1.2867602586042346,2.849152439150348,2.02784861216959,1.9668314,0.9977140522280186,3.406080448471462
29,9.500577,1.0348504,1.6197215009398422,1.6016376,1.06564906683791,2.2767028630538992,1.6501152489280382,1.6016376,0.785171707193127,2.791522229542119
30,9.95935,1.7073829,1.7173769674573203,1.6925073,1.0640886462161796,2.512250017036976,1.7489037044437503,1.6925073,0.8064962557637894,3.0130696976028144
31,10.906394,1.9126835,2.105940904044451,2.0808992,1.4008634138416411,2.953552735902742,2.141975718730562,2.0808992,1.0893677440463638,3.542972459189926
32,10.173197,1.8125334,1.7788467747827306,1.7517912,1.0919084975765445,2.6198309011246086,1.8110866783527308,1.7517912,0.8358940560582968,3.124614378953182
33,9.787876,1.1733003,1.6735450508497554,1.6512184,1.0568709591106167,2.4173067830166235,1.7045632543043832,1.6512184,0.792825791480936,2.920603504120975
34,14.384204,3.9958158,4.10151777723852,4.0653176,3.0088587393145474,5.4001862796877615,4.160705078492895,4.0653176,2.4688161384836027,6.396599207412454
35,16.713926,3.9024334,4.243352018978723,4.2035055,3.0846479607536628,5.628838008989701,4.3041848629301045,4.2035055,2.545279843838295,6.63732930776822
36,10.375183,1.8705001,1.8454749091783231,1.8177631,1.1419795427646964,2.706752876767247,1.8784878235298819,1.8177631,0.8798600972300377,3.223606237410359
37,16.157991,2.9799838,4.16065753660493,4.1307726,3.153771802924716,5.337571880645546,4.22053096747024,4.1307726,2.561649544116886,6.391189686339929
38,9.178356,1.3867335,1.628725970780589,1.6113248,1.0833177354286185,2.273152735162729,1.6592241856997134,1.6113248,0.7970608455629309,2.794538821970239
39,13.951573,3.4640837,4.101218206405791,4.0655646,3.0161645367033536,5.389166781061304,4.160402028126896,4.0655646,2.4727762393634856,6.388885225120252
40,13.158911,3.0733504,4.028509348090983,3.9914517,2.932731487431199,5.335187275057841,4.086849608934287,3.9914517,2.4087230480637056,6.3090685644132725
41,14.086951,3.4640837,4.101383438002035,4.065648,3.0151735372319264,5.390954269224658,4.1605691806659655,4.065648,2.472271082428415,6.390203659301789
42,15.189665,3.5586329,4.114599918513951,4.0791197,3.030421077605248,5.400685251124512,4.173938993516074,4.0791197,2.48393274182711,6.404694251852886
43,9.246909,1.2639165,1.6171846870634514,1.6003184,1.0808097997731818,2.2495309988341985,1.647549003189663,1.6003184,0.7927414155683457,2.771685022905166
44,10.810786,2.12965,2.0463045623314455,2.0206552,1.341029947542283,2.897582590135616,2.0816474821655375,2.0206552,1.0412570867177422,3.469969817078989
45,10.392103,1.6967504,1.8515956155706332,1.8238907,1.1473462958349883,2.7135876137645996,1.8846795439472959,1.8238907,0.8843693325964392,3.2318448240124864
46,10.290236,1.703567,1.8161342125168485,1.7885275,1.1178357449374055,2.6716188089047175,1.8488067190500934,1.7885275,0.8592130222968131,3.182353211831976
47,10.13666,1.2763667,1.7678041197567897,1.7410188,1.0854554182343237,2.6026586056220324,1.7999159075427809,1.7410188,0.8297382694788489,3.1061522483665964
48,10.13666,1.2763667,1.7678041197567897,1.7410188,1.0854554182343237,2.6026586056220324,1.7999159075427809,1.7410188,0.8297382694788489,3.1061522483665964
49,10.123953,1.5307834,1.7640204488960172,1.7373397,1.0833841904015902,2.5965660388043648,1.7960883389094504,1.7373397,0.827714127479986,3.0996722147743734
50,10.909638,2.57615,2.108081536848675,2.083059,1.4029843748976334,2.955603433707558,2.1441411869417686,2.083059,1.0910771130606962,3.54562540287092
51,22.583952,4.0834,3.4961464192856626,3.4185753,2.0653098869818303,5.369276936277313,3.548310258851834,3.4185753,1.7573986994593382,6.080516709289938
52,9.183517,1.42855,1.6276292335416738,1.6102858,1.0831738809996754,2.270774372527748,1.6581147262560827,1.6102858,0.7967028202340258,2.79227530939447
