,x,y,mean,med,lb,ub,pred_mean,pred_med,pred_lb,pred_ub
0,11.020765,1.5500002,1.2478371769267338,1.2469556,1.1269279719284109,1.3737567440177072,1.2497374643588488,1.2469556,1.038218605626128,1.4770697330839089
1,10.302676,1.25,1.269305947709631,1.2685606,1.1574097745585439,1.3854380721650696,1.271224384514717,1.2685606,1.0630621831131468,1.4945285002157211
2,9.395068,1.1300001,1.1939823754777739,1.1920671,1.0196630842750376,1.3791880988992844,1.1958371348781425,1.1920671,0.9541259463086988,1.4589808978127694
3,12.112238,1.5700002,1.4250617682001372,1.4236233,1.2653867368665943,1.5929126882987195,1.4271118786118326,1.4236233,1.1817752428582144,1.692280074747714
4,10.674608,1.3900001,1.2684893606564196,1.2677891,1.159986833017817,1.3809716980033366,1.2704071071312044,1.2677891,1.0640163968873102,1.4916795841501584
5,10.171427,1.24,1.2571190956483718,1.2562861,1.1392754668842637,1.3796968850293907,1.2590272298736944,1.2562861,1.0485588582919019,1.4850773235820198
6,10.805844,1.5700002,1.2602892580486378,1.2595375,1.1481429347042091,1.3767084785283235,1.262200072281138,1.2595375,1.0545086010791556,1.4850270878985263
7,10.348641,1.1500003,1.2719338677640297,1.2712119,1.1617030846803944,1.3862681980742484,1.2738545261728436,1.2712119,1.0663642772388586,1.4963668707749105
8,10.660536,1.25,1.2692496091149166,1.2685533,1.1610244786323793,1.3814324782892524,1.27116799829221,1.2685533,1.0648648502646787,1.492334488203225
9,9.540687,1.21,1.1785951336870921,1.1773608,1.0383189596822406,1.3258871795585523,1.1804368849467952,1.1773608,0.9620009420421607,1.416359663538925
10,9.850119,1.29,1.2076917813974952,1.2066622,1.078432597597344,1.3428029244822293,1.209558130521549,1.2066622,0.9959076463830812,1.4396709821791336
11,11.698295,1.5100002,1.3057173821839494,1.3043854,1.1558456208181118,1.4631597594464214,1.3076666006630941,1.3043854,1.0756136396725218,1.558372174513062
12,13.540049,1.7000003,1.726987791923226,1.7247925,1.5186682063690458,1.94778567611425,1.7292931460127994,1.7247925,1.4346080004640496,2.0495644720644535
13,10.646455,1.1399999,1.2699706710358072,1.2692778,1.1619949267101752,1.3818843051411531,1.271889669787904,1.2692778,1.0656624219043032,1.4929638691778129
14,9.8687,1.1799994,1.210723994921815,1.2097003,1.0817404207611307,1.3455256814855514,1.21259290743316,1.2097003,0.9989108836848675,1.4427180115607143
15,10.445542,1.2700002,1.2746659677149719,1.2739768,1.1668600737807986,1.3863887485674016,1.2765889357996172,1.2739768,1.0701306444638052,1.497895731179704
16,9.806355,1.1500003,1.2008109785829992,1.19977,1.071061153665383,1.3364775727985978,1.2026715107807897,1.19977,0.989168672268236,1.4326684835206516
17,9.246909,1.0800002,1.2427463318784562,1.2388492,0.9944444533748993,1.5132038981743232,1.2446423155874355,1.2388492,0.9445955612425689,1.5776288266908685
18,10.095398,1.3600004,1.247195386526688,1.2463048,1.1256946380152715,1.3737581784427086,1.2490951313989402,1.2463048,1.037294534653769,1.4767577520243504
19,9.300698,1.0900002,1.2204858449362002,1.2175248,1.0039826307135211,1.453821713096188,1.2223630099673835,1.2175248,0.94836139223201,1.5238726816892774
20,9.344699,1.22,1.2062673866427058,1.2038748,1.0115645377572675,1.414570429837024,1.2081325316050537,1.2038748,0.9511964486676512,1.4892748517936583
21,9.4268055,1.1599998,1.1882449702994706,1.1865532,1.0243343862544747,1.361771406464055,1.1900948793845822,1.1865532,0.9558316517776708,1.444492124990552
22,11.587507,1.21,1.2829440436556263,1.2816615,1.1365573828893223,1.4366203735229361,1.2848740099000282,1.2816615,1.0563497262706312,1.5316604378334335
23,10.743294,1.1500003,1.264381263276408,1.2636573,1.1541931689232499,1.378683856315483,1.2662955368280198,1.2636573,1.059331196040957,1.488256636015587
